N,P,K,temperature,humidity,ph,rainfall,label
39,19,52,29.12564507916636,56.97105165034852,6.5832611061937,602.683376811386,arachide_florida
42,30,34,31.842304435876542,58.803122916221554,7.023524808433288,557.1629295543299,arachide_florida
35,28,41,28.951566926558332,75.62547529870277,6.525823582848057,936.6578199961963,arachide_florida
21,38,37,32.93855579426407,67.84462854168393,6.465402118377437,516.8243180470898,arachide_florida
46,38,49,31.086839259139204,60.36266238372937,6.740956774134381,1053.4762461099094,arachide_florida
24,24,45,32.88172098134548,53.693600201415045,6.514758652785085,526.125079419528,arachide_florida
21,28,57,33.737713660207554,70.29483545768397,5.689377647876725,559.4379606743111,arachide_florida
30,32,36,25.09660827726702,70.24350623236701,5.99572295990079,551.7026173053488,arachide_florida
29,18,52,32.15570759926678,64.10205760115815,6.528511943850483,694.01079629033,arachide_florida
31,36,30,25.41286593178095,75.22242822210818,7.120037396901864,1001.2078878206362,arachide_florida
34,32,36,28.574188122329474,72.6421574653787,6.180564410263807,602.1359838622327,arachide_florida
31,38,48,28.569484602738413,79.4775192164839,7.175894302684929,697.2635149928333,arachide_florida
46,26,55,31.438205049976734,68.47694638462016,6.678751836697809,705.8828190575567,arachide_florida
37,36,48,32.42390106995586,53.13611280915681,6.960619991741872,700.8827264206127,arachide_florida
29,32,41,33.229548365018346,59.70601589301969,6.57507751202099,823.0317137070938,arachide_florida
38,22,26,25.09436728197729,70.1522314714414,7.404250764254805,825.7940979727136,arachide_florida
48,16,46,25.28804408294913,68.04581224565402,6.8425197333045915,849.9202990228639,arachide_florida
48,17,42,31.390703837309495,60.51408508528844,6.809216218792247,1085.8535226328893,arachide_florida
24,25,51,34.955679444352754,78.79445187603585,5.989211890892673,630.7150944025763,arachide_florida
23,27,48,34.589529067759024,78.41202814997558,5.570626373967519,752.204870176869,arachide_florida
34,22,33,27.91346249802252,76.91502342412483,5.542139968879315,550.2672561373538,arachide_florida
24,22,34,31.01213817522207,71.32498019808003,6.270445278978824,555.4156605143355,arachide_florida
24,36,36,34.70462960308916,64.21463170400993,5.9489591124152765,656.6840707399097,arachide_florida
28,33,56,27.31677956843539,58.941846819045125,6.767732630012537,1035.7970599482665,arachide_florida
26,38,42,31.431091473774565,68.11376995016633,6.501746433707279,556.5989891351059,arachide_florida
41,23,44,30.318511800849258,65.64221292822171,6.303284752288571,552.2871480979012,arachide_florida
40,28,39,26.745709555021982,59.1738342816067,5.970616030963212,1005.2231026628717,arachide_florida
